"athlete_display_name","team_name","team_id","game_date","game_id","fgm","fga","fg3m","fg3a","ftm","fta","reb","ast","stl","blk","to","pts","fpts"
"Cam Reddish","Knicks","18",2022-12-01,401468471,1,1,0,0,1,2,0,1,0,0,1,3,3
"Isaiah Hartenstein","Knicks","18",2022-12-01,401468471,1,2,0,0,0,0,5,0,0,1,0,2,11
"Derrick Rose","Knicks","18",2022-12-01,401468471,2,6,0,0,0,0,1,1,1,0,0,4,9
"Immanuel Quickley","Knicks","18",2022-12-01,401468471,2,9,0,5,0,0,6,2,0,0,0,4,9
"P.J. Tucker","76ers","20",2022-12-01,401468467,2,4,2,4,0,0,1,1,0,0,1,6,9
"Tobias Harris","76ers","20",2022-12-01,401468467,0,7,0,3,3,3,1,3,0,0,1,3,1
"Joel Embiid","76ers","20",2022-12-01,401468467,6,16,0,0,7,9,6,6,3,0,1,19,41
"Shake Milton","76ers","20",2022-12-01,401468467,6,12,0,3,2,2,3,3,0,0,3,14,17
"De'Anthony Melton","76ers","20",2022-12-01,401468467,4,11,1,4,0,0,2,2,3,0,1,9,23
"Georges Niang","76ers","20",2022-12-01,401468467,2,7,1,4,0,0,2,0,0,0,0,5,5
"Danuel House Jr.","76ers","20",2022-12-01,401468467,3,4,1,2,0,0,4,1,0,0,1,7,14
"Paul Reed","76ers","20",2022-12-01,401468467,4,4,0,0,1,2,5,2,0,1,2,9,21
"Montrezl Harrell","76ers","20",2022-12-01,401468467,1,1,0,0,0,0,3,1,0,0,2,2,4
"Matisse Thybulle","76ers","20",2022-12-01,401468467,1,4,1,2,0,0,2,0,1,0,1,3,6
"Furkan Korkmaz","76ers","20",2022-12-01,401468467,1,4,0,3,2,2,1,0,0,0,1,4,1
"Saben Lee","76ers","20",2022-12-01,401468467,2,3,0,1,0,0,0,0,0,0,2,4,1
"Dean Wade","Cavaliers","5",2022-12-01,401468467,3,7,0,1,0,0,5,2,3,1,2,6,26
"Evan Mobley","Cavaliers","5",2022-12-01,401468467,8,10,0,1,0,0,8,3,0,1,1,16,38
"Mamadi Diakite","Cavaliers","5",2022-12-01,401468467,2,5,2,4,0,0,4,2,1,0,2,6,15
"Darius Garland","Cavaliers","5",2022-12-01,401468467,9,16,3,4,0,0,2,9,0,0,2,21,42
"Donovan Mitchell","Cavaliers","5",2022-12-01,401468467,5,9,5,7,3,3,3,6,2,1,2,18,47
"Cedi Osman","Cavaliers","5",2022-12-01,401468467,3,7,1,5,2,3,5,0,0,0,2,9,9
"Isaac Okoro","Cavaliers","5",2022-12-01,401468467,5,7,1,3,0,0,5,2,3,0,1,11,34
"Robin Lopez","Cavaliers","5",2022-12-01,401468467,2,2,0,0,0,0,2,0,0,0,3,4,2
"Raul Neto","Cavaliers","5",2022-12-01,401468467,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caris LeVert","Cavaliers","5",2022-12-01,401468467,8,11,3,4,3,4,6,4,1,0,3,22,41
"John Collins","Hawks","1",2022-12-01,401468468,2,6,0,2,2,3,7,0,2,1,0,6,22
"De'Andre Hunter","Hawks","1",2022-12-01,401468468,1,1,0,0,0,0,0,0,0,0,0,2,3
"Clint Capela","Hawks","1",2022-12-01,401468468,9,10,0,0,2,2,12,1,1,0,0,20,46
"Trae Young","Hawks","1",2022-12-01,401468468,12,23,2,11,4,5,2,14,0,0,2,30,58
"Dejounte Murray","Hawks","1",2022-12-01,401468468,11,23,3,8,2,3,3,6,2,1,5,27,45
"Frank Kaminsky","Hawks","1",2022-12-01,401468468,0,1,0,1,0,0,1,1,0,0,1,0,0
"Onyeka Okongwu","Hawks","1",2022-12-01,401468468,5,7,0,0,2,2,8,1,0,0,2,12,21
"AJ Griffin","Hawks","1",2022-12-01,401468468,6,12,3,6,0,0,1,1,1,0,0,15,25
"Aaron Holiday","Hawks","1",2022-12-01,401468468,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trent Forrest","Hawks","1",2022-12-01,401468468,2,2,0,0,0,0,2,0,0,0,0,4,8
"Jarrett Culver","Hawks","1",2022-12-01,401468468,3,7,0,2,3,4,12,0,2,1,2,9,27
"Vit Krejci","Hawks","1",2022-12-01,401468468,0,2,0,2,0,0,1,1,0,0,0,0,1
"Paolo Banchero","Magic","19",2022-12-01,401468468,6,14,1,4,7,9,2,5,0,0,3,20,23
"Franz Wagner","Magic","19",2022-12-01,401468468,8,17,2,6,4,4,6,3,0,0,4,22,27
"Bol Bol","Magic","19",2022-12-01,401468468,3,5,0,1,0,0,5,2,1,0,1,6,18
"Markelle Fultz","Magic","19",2022-12-01,401468468,3,8,0,1,2,2,1,4,2,1,1,8,25
"Gary Harris","Magic","19",2022-12-01,401468468,0,3,0,2,0,0,2,0,0,0,2,0,-5
"Caleb Houstan","Magic","19",2022-12-01,401468468,2,3,1,2,0,0,5,1,0,1,0,5,18
"Admiral Schofield","Magic","19",2022-12-01,401468468,1,1,1,1,0,0,1,0,0,0,1,3,4
"Moritz Wagner","Magic","19",2022-12-01,401468468,3,5,0,2,3,4,6,8,0,1,1,9,33
"Cole Anthony","Magic","19",2022-12-01,401468468,3,7,0,1,5,5,4,2,1,0,2,11,18
"R.J. Hampton","Magic","19",2022-12-01,401468468,1,1,1,1,0,0,0,0,0,0,0,3,5
"Terrence Ross","Magic","19",2022-12-01,401468468,5,11,2,6,0,0,0,1,0,0,1,12,13
"Kevon Harris","Magic","19",2022-12-01,401468468,4,4,0,0,1,1,1,0,1,0,2,9,14
"Marcus Morris Sr.","Clippers","12",2022-11-30,401468466,3,13,0,5,2,2,4,3,0,1,0,8,15
"Ivica Zubac","Clippers","12",2022-11-30,401468466,5,8,0,0,2,2,13,0,2,1,2,12,35
"Reggie Jackson","Clippers","12",2022-11-30,401468466,9,23,2,7,4,4,7,12,0,1,3,24,50
"Terance Mann","Clippers","12",2022-11-30,401468466,3,8,2,4,3,4,5,3,1,1,2,11,25
"Amir Coffey","Clippers","12",2022-11-30,401468466,2,7,0,2,3,4,1,2,0,0,1,7,6
"Nicolas Batum","Clippers","12",2022-11-30,401468466,1,3,1,3,0,0,5,3,0,2,0,3,22
"Robert Covington","Clippers","12",2022-11-30,401468466,6,8,3,4,0,0,4,0,1,0,1,15,28
"Moussa Diabate","Clippers","12",2022-11-30,401468466,1,1,0,0,1,2,4,0,1,1,0,3,15
"Norman Powell","Clippers","12",2022-11-30,401468466,10,16,4,5,8,10,4,2,1,0,4,32,42
"Moses Brown","Clippers","12",2022-11-30,401468466,0,1,0,0,0,0,1,0,0,0,0,0,0
"Jason Preston","Clippers","12",2022-11-30,401468466,1,1,1,1,0,0,0,1,0,0,0,3,7
"Justise Winslow","Trail Blazers","22",2022-11-30,401468466,4,10,0,1,2,2,13,2,1,0,2,10,25
"Jerami Grant","Trail Blazers","22",2022-11-30,401468466,12,24,5,11,3,4,3,2,2,2,2,32,55
"Jusuf Nurkic","Trail Blazers","22",2022-11-30,401468466,6,15,1,3,0,0,10,7,0,3,2,13,43
"Josh Hart","Trail Blazers","22",2022-11-30,401468466,3,6,1,3,2,2,7,6,1,0,1,9,31
"Anfernee Simons","Trail Blazers","22",2022-11-30,401468466,13,24,9,16,2,3,2,4,1,1,1,37,63
"Drew Eubanks","Trail Blazers","22",2022-11-30,401468466,1,3,0,0,0,0,3,0,0,1,0,2,8
"Trendon Watford","Trail Blazers","22",2022-11-30,401468466,1,1,1,1,0,0,3,2,0,0,1,3,10
"Nassir Little","Trail Blazers","22",2022-11-30,401468466,0,0,0,0,1,2,1,0,0,0,1,1,-1
"Shaedon Sharpe","Trail Blazers","22",2022-11-30,401468466,2,7,0,0,1,2,1,1,1,0,1,5,6
"Draymond Green","Warriors","9",2022-11-30,401468465,6,10,0,3,0,0,6,4,1,1,3,12,30
"Andrew Wiggins","Warriors","9",2022-11-30,401468465,4,11,1,6,1,2,1,2,0,0,0,10,12
"Kevon Looney","Warriors","9",2022-11-30,401468465,4,4,0,0,3,3,6,1,0,0,0,11,23
"Stephen Curry","Warriors","9",2022-11-30,401468465,11,24,5,14,5,6,5,5,0,0,4,32,41
"Klay Thompson","Warriors","9",2022-11-30,401468465,2,9,1,6,0,0,7,2,0,0,1,5,10
"Jonathan Kuminga","Warriors","9",2022-11-30,401468465,6,8,1,1,1,4,10,1,0,2,2,14,32
"JaMychal Green","Warriors","9",2022-11-30,401468465,1,2,0,1,1,1,1,0,1,0,1,3,6
"Anthony Lamb","Warriors","9",2022-11-30,401468465,4,6,2,4,1,1,5,1,1,0,1,11,24
"Donte DiVincenzo","Warriors","9",2022-11-30,401468465,1,5,0,2,4,4,7,2,2,0,1,6,20
"Jordan Poole","Warriors","9",2022-11-30,401468465,3,9,1,6,2,2,2,9,1,0,5,9,21
"Dorian Finney-Smith","Mavericks","6",2022-11-30,401468465,2,6,1,4,1,2,9,2,0,0,0,6,17
"Tim Hardaway Jr.","Mavericks","6",2022-11-30,401468465,8,16,5,11,1,2,4,2,0,0,0,22,34
"Dwight Powell","Mavericks","6",2022-11-30,401468465,2,3,0,0,0,0,3,0,0,1,0,4,12
"Spencer Dinwiddie","Mavericks","6",2022-11-30,401468465,5,12,0,4,4,4,0,2,2,0,3,14,18
"Luka Doncic","Mavericks","6",2022-11-30,401468465,14,27,4,9,9,15,12,12,4,1,5,41,86
"Maxi Kleber","Mavericks","6",2022-11-30,401468465,2,3,0,1,2,2,1,1,0,1,1,6,12
"Davis Bertans","Mavericks","6",2022-11-30,401468465,2,2,2,2,0,0,0,0,0,0,1,6,8
"Reggie Bullock","Mavericks","6",2022-11-30,401468465,0,3,0,3,0,0,0,0,0,0,0,0,-3
"Christian Wood","Mavericks","6",2022-11-30,401468465,2,12,0,5,0,2,8,1,0,1,2,4,4
"Josh Green","Mavericks","6",2022-11-30,401468465,5,7,3,5,0,0,2,1,1,0,1,13,25
"Julius Randle","Knicks","18",2022-11-30,401468464,14,24,6,13,2,4,7,5,1,0,3,36,59
"Mitchell Robinson","Knicks","18",2022-11-30,401468464,3,6,0,0,0,0,13,2,2,1,2,6,31
"Jalen Brunson","Knicks","18",2022-11-30,401468464,6,8,2,2,2,2,1,5,1,0,1,16,35
"RJ Barrett","Knicks","18",2022-11-30,401468464,4,11,2,5,6,8,4,3,0,0,0,16,23
"Quentin Grimes","Knicks","18",2022-11-30,401468464,6,7,3,4,1,1,6,2,2,0,0,16,42
"Obi Toppin","Knicks","18",2022-11-30,401468464,3,4,2,3,0,0,3,2,0,0,0,8,19
"Cam Reddish","Knicks","18",2022-11-30,401468464,2,6,0,3,2,2,1,0,0,0,0,6,5
"Isaiah Hartenstein","Knicks","18",2022-11-30,401468464,3,4,0,0,2,3,5,1,1,0,2,8,16
"Jericho Sims","Knicks","18",2022-11-30,401468464,3,3,0,0,0,0,6,1,0,0,1,6,15
"Derrick Rose","Knicks","18",2022-11-30,401468464,2,7,1,2,0,0,3,2,1,0,1,5,12
"Miles McBride","Knicks","18",2022-11-30,401468464,1,2,0,1,0,0,0,3,1,0,0,2,12
"Svi Mykhailiuk","Knicks","18",2022-11-30,401468464,0,2,0,0,0,0,1,0,0,0,0,0,-1
"Immanuel Quickley","Knicks","18",2022-11-30,401468464,7,12,0,2,1,1,1,4,0,0,3,15,20
"Ryan Arcidiacono","Knicks","18",2022-11-30,401468464,0,0,0,0,0,0,0,1,0,0,1,0,0
"Marvin Bagley III","Pistons","8",2022-11-30,401468464,5,10,3,6,0,0,7,2,0,0,4,13,19
"Isaiah Livers","Pistons","8",2022-11-30,401468464,2,5,2,5,0,0,3,1,0,0,0,6,12
"Bojan Bogdanovic","Pistons","8",2022-11-30,401468464,4,6,1,2,4,6,0,2,0,0,3,13,12
"Isaiah Stewart","Pistons","8",2022-11-30,401468464,6,13,5,9,2,2,5,1,0,1,2,19,30
"Killian Hayes","Pistons","8",2022-11-30,401468464,5,11,1,4,0,0,1,6,3,0,0,11,36
"Kevin Knox II","Pistons","8",2022-11-30,401468464,1,4,0,3,3,5,3,1,1,2,0,5,18
"Saddiq Bey","Pistons","8",2022-11-30,401468464,4,11,0,5,3,3,1,1,0,0,0,11,11
"Jalen Duren","Pistons","8",2022-11-30,401468464,6,7,0,0,0,0,5,1,1,0,1,12,26
"Cory Joseph","Pistons","8",2022-11-30,401468464,5,8,1,2,0,0,1,3,1,0,1,11,23
"Alec Burks","Pistons","8",2022-11-30,401468464,0,2,0,2,0,0,2,5,1,0,2,0,10
"Hamidou Diallo","Pistons","8",2022-11-30,401468464,4,5,0,0,1,4,1,4,0,1,1,9,20
"Rodney McGruder","Pistons","8",2022-11-30,401468464,0,1,0,1,0,0,1,1,0,0,2,0,-2
"Jalen Smith","Pacers","11",2022-11-29,401468463,1,4,1,3,6,6,3,2,1,1,2,9,19
"Aaron Nesmith","Pacers","11",2022-11-29,401468463,5,10,4,7,2,2,4,0,1,1,0,16,32
"Myles Turner","Pacers","11",2022-11-29,401468463,7,17,1,7,0,0,13,4,0,3,0,15,46
"Tyrese Haliburton","Pacers","11",2022-11-29,401468463,10,22,3,7,1,3,7,14,1,1,0,24,66
"Buddy Hield","Pacers","11",2022-11-29,401468463,5,13,1,6,4,5,4,1,0,0,1,15,16
"James Johnson","Pacers","11",2022-11-29,401468463,0,1,0,1,0,0,0,0,0,0,0,0,-1
"Oshae Brissett","Pacers","11",2022-11-29,401468463,0,2,0,1,0,0,2,1,0,0,0,0,2
"Isaiah Jackson","Pacers","11",2022-11-29,401468463,0,0,0,0,0,0,1,0,0,1,1,0,3
"Goga Bitadze","Pacers","11",2022-11-29,401468463,0,0,0,0,0,0,0,1,0,0,1,0,0
"T.J. McConnell","Pacers","11",2022-11-29,401468463,1,6,0,2,0,0,3,4,1,1,0,2,17
"Andrew Nembhard","Pacers","11",2022-11-29,401468463,4,8,4,7,0,0,4,1,1,2,2,12,30
"Bennedict Mathurin","Pacers","11",2022-11-29,401468463,10,22,3,8,0,0,8,1,1,0,2,23,34
"Anthony Davis","Lakers","13",2022-11-29,401468463,9,15,0,0,7,10,13,6,0,4,2,25,62
"LeBron James","Lakers","13",2022-11-29,401468463,8,22,3,10,2,3,7,3,1,0,1,21,32
"Troy Brown Jr.","Lakers","13",2022-11-29,401468463,1,5,1,2,0,0,10,1,0,1,1,3,15
"Dennis Schroder","Lakers","13",2022-11-29,401468463,2,6,1,4,3,4,3,4,1,0,1,8,19
"Lonnie Walker IV","Lakers","13",2022-11-29,401468463,4,9,1,5,0,0,4,2,0,0,1,9,15
"Wenyen Gabriel","Lakers","13",2022-11-29,401468463,2,7,0,1,1,2,9,0,0,1,1,5,12
"Thomas Bryant","Lakers","13",2022-11-29,401468463,1,2,0,0,0,0,3,0,0,0,0,2,5
"Russell Westbrook","Lakers","13",2022-11-29,401468463,10,18,2,4,2,3,4,6,1,1,6,24,39
"Austin Reaves","Lakers","13",2022-11-29,401468463,2,4,2,3,7,7,2,1,0,0,1,13,17
"Kendrick Nunn","Lakers","13",2022-11-29,401468463,1,5,1,2,2,2,2,0,0,0,0,5,5
"Torrey Craig","Suns","21",2022-11-29,401468462,5,10,1,3,0,0,6,3,0,0,0,11,24
"Mikal Bridges","Suns","21",2022-11-29,401468462,6,14,1,6,0,1,8,7,3,3,2,13,53
"Deandre Ayton","Suns","21",2022-11-29,401468462,8,10,0,0,1,2,12,1,0,0,1,17,34
"Cameron Payne","Suns","21",2022-11-29,401468462,2,10,1,3,0,0,2,7,0,0,2,5,12
"Devin Booker","Suns","21",2022-11-29,401468462,17,28,1,6,9,9,8,4,6,0,6,44,79
"Ish Wainright","Suns","21",2022-11-29,401468462,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bismack Biyombo","Suns","21",2022-11-29,401468462,2,3,0,0,0,0,3,2,0,2,2,4,16
"Jock Landale","Suns","21",2022-11-29,401468462,0,0,0,0,2,2,0,1,0,1,0,2,8
"Duane Washington Jr.","Suns","21",2022-11-29,401468462,2,3,1,2,0,0,0,0,0,1,1,5,9
"Damion Lee","Suns","21",2022-11-29,401468462,6,11,3,7,0,0,4,1,0,0,2,15,21
"Landry Shamet","Suns","21",2022-11-29,401468462,2,5,2,5,0,0,2,0,0,0,1,6,7
"Domantas Sabonis","Kings","23",2022-11-29,401468462,8,10,1,2,0,0,9,10,1,2,5,17,55
"Harrison Barnes","Kings","23",2022-11-29,401468462,1,4,0,1,4,5,2,2,2,0,0,6,17
"Keegan Murray","Kings","23",2022-11-29,401468462,5,11,1,1,0,0,2,1,0,1,3,11,13
"De'Aaron Fox","Kings","23",2022-11-29,401468462,4,12,1,3,2,2,5,5,1,3,1,11,37
"Kevin Huerter","Kings","23",2022-11-29,401468462,8,15,0,5,2,3,7,3,3,0,2,18,39
"Chimezie Metu","Kings","23",2022-11-29,401468462,1,2,0,0,2,2,0,0,0,1,0,4,8
"KZ Okpala","Kings","23",2022-11-29,401468462,1,2,0,0,0,0,0,0,0,0,0,2,2
"Davion Mitchell","Kings","23",2022-11-29,401468462,2,7,1,3,2,2,3,2,1,0,0,7,16
"Terence Davis","Kings","23",2022-11-29,401468462,4,8,3,5,0,0,8,1,0,0,1,11,22
"Malik Monk","Kings","23",2022-11-29,401468462,12,17,2,5,4,4,1,8,1,0,3,30,54
"Jabari Smith Jr.","Rockets","10",2022-11-29,401468460,3,4,3,4,0,0,3,1,0,0,1,9,17
"Alperen Sengun","Rockets","10",2022-11-29,401468460,7,14,0,2,4,5,7,3,0,0,4,18,22
"Eric Gordon","Rockets","10",2022-11-29,401468460,4,10,3,7,0,0,2,1,0,0,0,11,16
"Kevin Porter Jr.","Rockets","10",2022-11-29,401468460,4,9,4,7,0,0,4,6,1,1,1,12,37
"Jalen Green","Rockets","10",2022-11-29,401468460,5,15,1,7,6,8,2,7,0,0,5,17,17
"Bruno Fernando","Rockets","10",2022-11-29,401468460,2,2,0,0,0,0,2,0,1,0,2,4,8
"Usman Garuba","Rockets","10",2022-11-29,401468460,2,2,0,0,0,0,3,0,0,0,1,4,7
"Kenyon Martin Jr.","Rockets","10",2022-11-29,401468460,5,9,2,5,3,5,6,1,0,0,0,15,24
"Tari Eason","Rockets","10",2022-11-29,401468460,2,6,1,3,1,2,3,0,1,0,1,6,9
"Boban Marjanovic","Rockets","10",2022-11-29,401468460,1,3,0,1,1,1,1,0,0,1,0,3,7
"Garrison Mathews","Rockets","10",2022-11-29,401468460,1,6,1,6,0,0,2,0,1,0,0,3,6
"Josh Christopher","Rockets","10",2022-11-29,401468460,1,2,0,0,2,2,1,2,0,0,1,4,7
"Daishen Nix","Rockets","10",2022-11-29,401468460,2,3,1,2,2,2,1,4,0,0,1,7,16
"Aaron Gordon","Nuggets","7",2022-11-29,401468460,2,3,0,1,0,0,3,0,1,0,2,4,8
"Bruce Brown","Nuggets","7",2022-11-29,401468460,4,10,1,3,3,3,3,3,2,1,1,12,30
"Nikola Jokic","Nuggets","7",2022-11-29,401468460,11,17,1,2,9,10,12,8,0,0,3,32,59
"Jamal Murray","Nuggets","7",2022-11-29,401468460,11,17,4,8,5,6,2,5,1,1,2,31,55
"Kentavious Caldwell-Pope","Nuggets","7",2022-11-29,401468460,3,4,2,3,0,0,0,2,0,1,0,8,20
"Zeke Nnaji","Nuggets","7",2022-11-29,401468460,7,12,1,4,0,1,3,0,0,0,1,15,18
"Jack White","Nuggets","7",2022-11-29,401468460,0,1,0,0,0,0,0,0,0,0,0,0,-1
"Vlatko Cancar","Nuggets","7",2022-11-29,401468460,0,3,0,1,0,0,2,3,2,0,1,0,11
"DeAndre Jordan","Nuggets","7",2022-11-29,401468460,4,5,0,0,0,0,10,1,0,0,1,8,21
"Ish Smith","Nuggets","7",2022-11-29,401468460,5,9,0,1,0,0,5,8,2,1,3,10,38
"Davon Reed","Nuggets","7",2022-11-29,401468460,3,6,3,6,0,0,3,1,0,0,0,9,17
"Christian Braun","Nuggets","7",2022-11-29,401468460,0,1,0,1,0,0,0,0,0,0,0,0,-1
"Patrick Williams","Bulls","4",2022-11-29,401468461,1,4,1,2,2,2,5,0,1,0,2,5,9
"DeMar DeRozan","Bulls","4",2022-11-29,401468461,9,20,0,1,8,9,4,6,1,0,0,26,43
"Nikola Vucevic","Bulls","4",2022-11-29,401468461,8,17,0,4,0,0,9,2,1,0,1,16,30
"Zach LaVine","Bulls","4",2022-11-29,401468461,7,20,1,6,5,6,6,5,1,0,1,20,32
"Ayo Dosunmu","Bulls","4",2022-11-29,401468461,3,5,0,0,2,2,4,3,0,0,1,8,17
"Javonte Green","Bulls","4",2022-11-29,401468461,1,1,0,0,0,0,2,1,0,1,0,2,11
"Andre Drummond","Bulls","4",2022-11-29,401468461,5,8,0,0,0,0,10,0,1,0,1,10,24
"Goran Dragic","Bulls","4",2022-11-29,401468461,2,7,1,3,2,2,2,2,1,1,0,7,19
"Coby White","Bulls","4",2022-11-29,401468461,6,9,3,5,0,0,2,0,0,0,0,15,23
"Alex Caruso","Bulls","4",2022-11-29,401468461,1,2,0,1,3,4,6,2,0,1,1,5,16
"Kelly Olynyk","Jazz","26",2022-11-29,401468461,8,13,5,10,2,3,4,4,1,2,2,23,50
"Lauri Markkanen","Jazz","26",2022-11-29,401468461,12,18,7,11,1,2,9,1,0,0,2,32,51
"Jarred Vanderbilt","Jazz","26",2022-11-29,401468461,4,4,1,1,0,2,7,3,1,0,1,9,27
"Jordan Clarkson","Jazz","26",2022-11-29,401468461,3,15,1,8,1,2,6,9,0,0,3,8,17
"Collin Sexton","Jazz","26",2022-11-29,401468461,7,11,1,2,2,2,4,6,0,1,3,17,35
"Udoka Azubuike","Jazz","26",2022-11-29,401468461,1,1,0,0,0,4,5,0,0,0,0,2,4
"Walker Kessler","Jazz","26",2022-11-29,401468461,0,0,0,0,0,0,3,0,0,1,1,0,5
"Malik Beasley","Jazz","26",2022-11-29,401468461,4,13,3,11,0,0,3,4,2,0,0,11,28
"Nickeil Alexander-Walker","Jazz","26",2022-11-29,401468461,1,5,0,2,0,0,1,3,0,0,0,2,6
"Talen Horton-Tucker","Jazz","26",2022-11-29,401468461,1,5,1,4,0,0,3,0,1,0,2,3,4
"Jeremiah Robinson-Earl","Thunder","25",2022-11-29,401468459,4,11,2,5,0,0,13,1,2,1,1,10,34
"Aleksej Pokusevski","Thunder","25",2022-11-29,401468459,4,10,3,5,0,0,4,2,1,0,1,11,22
"Luguentz Dort","Thunder","25",2022-11-29,401468459,6,13,2,5,0,0,3,5,2,0,2,14,32
"Shai Gilgeous-Alexander","Thunder","25",2022-11-29,401468459,7,21,1,6,16,18,6,4,2,0,7,31,31
"Josh Giddey","Thunder","25",2022-11-29,401468459,3,9,0,1,1,1,5,1,1,0,3,7,9
"Darius Bazley","Thunder","25",2022-11-29,401468459,0,2,0,1,2,2,3,0,0,0,1,2,1
"Jalen Williams","Thunder","25",2022-11-29,401468459,3,6,0,2,2,2,6,1,0,1,2,8,16
"Ousmane Dieng","Thunder","25",2022-11-29,401468459,2,4,2,3,0,0,3,0,1,2,1,6,21
"Kenrich Williams","Thunder","25",2022-11-29,401468459,1,6,1,3,0,0,3,1,0,0,1,3,3
"Tre Mann","Thunder","25",2022-11-29,401468459,4,10,1,7,0,0,1,1,2,0,0,9,19
"Zion Williamson","Pelicans","3",2022-11-29,401468459,11,18,0,1,1,1,8,8,1,3,4,23,59
"Herbert Jones","Pelicans","3",2022-11-29,401468459,4,12,1,5,3,5,3,3,4,3,4,12,36
"Jonas Valanciunas","Pelicans","3",2022-11-29,401468459,3,6,0,1,2,2,10,1,0,0,5,8,10
"Jose Alvarado","Pelicans","3",2022-11-29,401468459,6,15,3,8,0,0,2,4,2,0,3,15,27
"Trey Murphy III","Pelicans","3",2022-11-29,401468459,7,13,2,7,4,4,6,0,2,1,2,20,37
"Garrett Temple","Pelicans","3",2022-11-29,401468459,1,3,0,1,2,2,3,0,0,0,1,4,4
"Willy Hernangomez","Pelicans","3",2022-11-29,401468459,3,7,0,0,4,4,9,0,0,1,1,10,20
"Jaxson Hayes","Pelicans","3",2022-11-29,401468459,0,2,0,1,0,0,2,0,0,0,0,0,0
"Devonte' Graham","Pelicans","3",2022-11-29,401468459,1,6,1,5,2,2,1,3,1,0,1,5,11
"Dyson Daniels","Pelicans","3",2022-11-29,401468459,3,5,2,3,0,0,5,2,2,0,1,8,26
"Jalen McDaniels","Hornets","30",2022-11-29,401468456,9,12,4,6,2,2,1,2,0,0,3,24,33
"P.J. Washington","Hornets","30",2022-11-29,401468456,5,9,3,5,3,4,2,2,0,1,3,16,23
"Mason Plumlee","Hornets","30",2022-11-29,401468456,2,5,0,0,0,2,4,5,0,0,2,4,11
"Theo Maledon","Hornets","30",2022-11-29,401468456,4,13,1,4,2,2,4,8,3,0,5,11,29
"Kelly Oubre Jr.","Hornets","30",2022-11-29,401468456,11,18,0,4,0,1,5,3,2,0,3,22,38
"Kai Jones","Hornets","30",2022-11-29,401468456,4,11,1,3,0,0,6,0,0,0,0,9,13
"Nick Richards","Hornets","30",2022-11-29,401468456,3,4,0,0,1,2,7,1,0,0,3,7,11
"James Bouknight","Hornets","30",2022-11-29,401468456,1,7,0,3,0,0,6,1,2,0,0,2,13
"Bryce McGowens","Hornets","30",2022-11-29,401468456,3,7,2,4,2,2,2,6,0,1,1,10,27
"Blake Griffin","Celtics","2",2022-11-29,401468456,4,5,1,2,0,0,4,0,0,0,1,9,15
"Grant Williams","Celtics","2",2022-11-29,401468456,3,5,2,2,0,0,4,4,2,0,2,8,27
"Jayson Tatum","Celtics","2",2022-11-29,401468456,15,28,4,14,1,1,3,3,2,1,0,35,62
"Marcus Smart","Celtics","2",2022-11-29,401468456,8,11,6,9,0,0,2,15,2,0,3,22,67
"Derrick White","Celtics","2",2022-11-29,401468456,5,8,3,4,2,2,2,6,1,0,1,15,36
"Noah Vonleh","Celtics","2",2022-11-29,401468456,1,3,0,1,0,0,2,1,0,0,0,2,5
"Justin Jackson","Celtics","2",2022-11-29,401468456,0,2,0,2,0,0,2,1,2,0,0,0,10
"Sam Hauser","Celtics","2",2022-11-29,401468456,4,7,3,6,0,0,3,2,1,2,2,11,30
"Luke Kornet","Celtics","2",2022-11-29,401468456,4,4,0,0,1,1,8,0,0,1,0,9,25
"Mfiondu Kabengele","Celtics","2",2022-11-29,401468456,1,2,0,1,0,0,4,0,0,0,0,2,6
"Malcolm Brogdon","Celtics","2",2022-11-29,401468456,8,9,3,3,2,3,5,6,0,0,3,21,41
"Payton Pritchard","Celtics","2",2022-11-29,401468456,2,9,2,8,0,0,0,2,0,1,1,6,9
"Paolo Banchero","Magic","19",2022-11-29,401468457,9,17,1,1,5,10,4,5,2,0,5,24,33
"Caleb Houstan","Magic","19",2022-11-29,401468457,1,4,1,3,0,0,7,1,1,0,0,3,15
"Franz Wagner","Magic","19",2022-11-29,401468457,8,16,3,6,2,3,2,2,2,0,4,21,29
"Bol Bol","Magic","19",2022-11-29,401468457,10,15,3,6,1,3,6,2,1,2,1,24,50
"Gary Harris","Magic","19",2022-11-29,401468457,7,12,4,6,1,1,4,3,1,2,3,19,41
"Admiral Schofield","Magic","19",2022-11-29,401468457,1,2,1,1,0,0,3,0,0,1,1,3,9
"Moritz Wagner","Magic","19",2022-11-29,401468457,0,2,0,2,2,2,5,1,0,0,0,2,7
"R.J. Hampton","Magic","19",2022-11-29,401468457,1,7,0,4,0,0,2,4,1,0,2,2,7
"Kevon Harris","Magic","19",2022-11-29,401468457,1,5,0,2,2,3,2,0,1,0,2,4,2
"Kevin Durant","Nets","17",2022-11-29,401468457,19,24,3,5,4,4,7,5,2,2,6,45,83
"Royce O'Neale","Nets","17",2022-11-29,401468457,2,7,1,5,0,0,10,5,2,1,2,5,31
"Nic Claxton","Nets","17",2022-11-29,401468457,7,10,0,0,3,5,13,1,0,3,1,17,44
"Kyrie Irving","Nets","17",2022-11-29,401468457,9,17,2,5,0,0,2,3,0,1,4,20,27
